"id","bilderberg_id","type","has_images","images_complete","has_placeholders","is_fragmentary","is_dare_foliated","page_count","repository_id","idno","alt_repository","content_title","content_summary","is_segmented","leaves_count","material_type","leaves_format","leaves_height","leaves_width","written_lines","written_lines_text","column_no","written_height","written_width","hand_number","contemporary_binding","binding_width","binding_height","binding_date","origin_not_before","origin_not_after","origin_date","origin_place","foliation","collation","condition_description","decoration","layout","hand_description","binding_description","acquisition","provenance","additions","gw_no","istc","vd16","edit16","i_aureliensis","content","material_description","origin","doc_editor"
1055,BOOK-DARE-M-DE-HAM-SUB-Cod.hebr.265,ms,1,1,0,0,0,"0",154,Cod.hebr. 265,"",Miscellany,,,"89",2,In quarto,,,"0","0","1",,,"0",,,,,"1474-01-01","1474-12-31","1474",,"","","","","[{""text"": ""Text is set in one column. "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","[{""text"": ""Two hands."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Spanish scripts."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Item 2 copied by Mair b. Arama."", ""type"": ""text""}]","","","[{""text"": ""Owner: שלי יהודה קאיגין"", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Owner: Unger"", ""type"": ""text""}]","[{""text"": ""Front page: Comparavit a Saule Merarij judaeo, Lud. Bourguetus Nemaus. Veronae d.3 Oct. A. 1702."", ""type"": ""text""}]",,,,,,"","","",
1056,BOOK-DARE-M-NL-AMS-UB-Rosenthal72,ms,1,1,0,0,0,"0",93,Rosenthal 72,"[{""idno"": ""Rosenthal 72"", ""repository"": null}, {""idno"": ""Rosenthal 72"", ""repository"": null}, {""idno"": ""Rosenthal 72"", ""repository"": null}]",,,,"40 + 47 folios",2,,,,"28","28","1",,,"0",0,,,,"1447-01-01","1447-12-31","1447",,"","","","","","[{""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","","","","",,,,,,"","","",
1057,BOOK-DARE-M-FR-PAR-BNF-heb.1403,ms,0,0,0,0,0,"0",81,héb. 1403,"",,,,,2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1500-12-31","15th cent.",,"","","","","","[{""text"": ""Spanish (Byzantine) hand"", ""type"": ""text""}]","","","","",,,,,,"","","",
1058,BOOK-DARE-M-IT-PMF-PAL-Cod.Parm.3022,ms,0,0,0,0,0,"0",86,Parm. 3022,"[{""idno"": ""Parm. 3022"", ""repository"": null}]",,,,,2,,,,"28","28","1",,,"0",0,,,,"1477-01-01","1477-12-31","1477 (?)",Ariano,"","","","","","[{""text"": ""Italian hand"", ""type"": ""text""}]","","","[{""text"": ""חתימת בעלים: \""שלי משה ... [בן] יצחק מל[...]\"". בראש כה\""י ושוב בסופו: \""שלי משה ... בכאית יצחק י\""ץ מלנצא קניתיו עם ספרי’ אחרי’ מכמ\""ר יוסף מטרוייא חמי ... \"" (המשך לא ברור) והשוה גם כ\""י קמבריג’ 656 ADD.).  "", ""type"": ""text""}]","",,,,,,"","","",
1059,BOOK-DARE-M-VA-VAT-BAV-Vat.ebr.458,ms,0,0,0,0,0,"0",1,Vat. ebr. 458,"",,,,,2,,,,"28","28","1",,,"0",0,,,,"1446-01-01","1446-12-31","1446",Ferrara,"","","","","","[{""text"": ""Spanish hand"", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}]","","","[{""text"": ""שם בעל כה\""י מנחם בן יקותיאל הושלם לפי קולופון כ\""י פרמא 3261 שנעתק עבורו בכסלו שנת ר\""ז. על יקותיאל בן שלמה פינצי, אביו של הבעלים, ראה: ש’ סימונסון, תולדות היהודים בדוכסות מנטובה, עמ’ 4, 148.  "", ""type"": ""text""}]","",,,,,,"","","",
1060,BOOK-DARE-M-RU-LED-NLR-Evr.I404,ms,0,0,0,0,0,"0",78,Evr. I 404,"",,,,,2,,,,"28","28","1",,,"0",0,,,,"1500-01-01","1600-12-31","16th cent.",,"","","","","","","","","[{""text"": ""אוסף פירקוביץ הראשון.  "", ""type"": ""text""}]","",,,,,,"","","",
1061,BOOK-DARE-M-RU-LED-IOS-B.288,ms,0,0,0,0,0,"0",79,B 288,"",Colliget,,0,"",2,"","","","28","28","1","","","0",0,"","","","1400-01-01","1500-12-31","15th cent.","","","","","","","[{""insert"": ""Spanish hand.\n""}]","","","[{""text"": ""חתימת בעלים מסולסלת בסוף החבור (דף 217ב): \""שלמה ... \"".  "", ""type"": ""text""}]","",,,,,,"","","",
1062,BOOK-DARE-M-HU-BUD-OC-KaufmannA283,ms,0,0,0,0,0,"0",147,Kaufmann A 283,"",,,,"292 pages",2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1500-12-31","15th cent.",,"","","","","","[{""text"": ""Spanish hand "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","","","","",,,,,,"","","",
1063,BOOK-DARE-M-RU-MOW-RSL-Guenzburg271,ms,0,0,0,0,0,"0",80,Guenzburg 271,"",,,,,2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1500-12-31","15th cent.",,"","","","","","[{""text"": ""Spanish hand"", ""type"": ""text""}]","","","","",,,,,,"","","",
1064,BOOK-DARE-M-GB-CMG-UL-Add.859,ms,0,0,0,0,0,"0",26,Add. 859,"",Averroes' Middle Commentary on Aristotle's Physics,,,"127",1,,"210","150","26","26",,,,"0",0,,,"1903","1500-01-01","1599-12-31","16th century",,"","[{""text"": ""Occasional catchwords throughout the text, some of them decorated."", ""type"": ""text""}]","[{""text"": ""Stained, wormed and affected by damp."", ""type"": ""text""}]","[{""text"": ""With running heads. Beginnings of sections are indicated in larger script."", ""type"": ""text""}]","[{""text"": ""26 lines"", ""type"": ""text""}]","[{""text"": ""Sefardi hands"", ""type"": ""text""}]","[{""text"": ""Bound in half morocco."", ""type"": ""text""}]","[{""text"": ""Owners: "", ""type"": ""text""}, {""text"": ""Salomon"", ""type"": ""person"", ""person"": null}, {""text"": "", on f. "", ""type"": ""text""}, {""text"": ""127v-127v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""127v"", ""from_page"": 0, ""from_folio"": ""127v""}, {""text"": "". "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Originally part of the Pargi collection; purchased from Gerorge Thomason and presented in 1647 by the House of Commons."", ""type"": ""text""}]","[{""text"": ""Bought in "", ""type"": ""text""}, {""text"": ""1871"", ""type"": ""text""}, {""text"": "" from "", ""type"": ""text""}, {""text"": ""N. Coronel"", ""type"": ""person"", ""person"": null}]","[{""text"": ""With marginal notes."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""On f."", ""type"": ""text""}, {""text"": ""127v-127v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""127v"", ""from_page"": 0, ""from_folio"": ""127v""}, {""text"": "" there is a record of heavy rain, hail and wind, and some other jottings. "", ""type"": ""text""}]",,,,,,"","","",
1065,BOOK-DARE-M-DE-MUC-BSB-Cod.hebr.468,ms,1,1,0,0,1,"0",83,Cod.hebr. 468,"",Miscellany,,,"95",0,,,,"0","0","1",,,"0",,,,,"1300-01-01","1499-12-31","14th or 15th cent.",,"[{""text"": ""The originial foliation startet with the cover as fol. 1; this was corrected by the DARE foliation."", ""type"": ""text""}]","","","","[{""text"": ""Text is set in one column."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","[{""text"": ""One hands."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Italian script."", ""type"": ""text""}]","","","[{""text"": ""Owner: R. Dyneley"", ""type"": ""text""}]","",,,,,,"","","",
1066,BOOK-DARE-M-DE-BER-SB-Or.Qu.291,ms,1,1,0,0,1,"0",84,Or.Qu. 291,"",Miscellany,,,"70",0,,,,"0","0","1",,,"0",0,,,,"1764-01-01","1764-12-31","1764",Germany,"","","","","[{""text"": ""Text is set in one column."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","[{""text"": ""One hand."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Modern Ashkenazic cursive."", ""type"": ""text""}]","","[{""text"": ""Bought by the Royal Library in Berlin in 1842. "", ""type"": ""text""}]","[{""text"": ""Part of Jablonsky's library "", ""type"": ""text""}]","",,,,,,"","","",
1067,BOOK-DARE-M-FR-PAR-BNF-heb.1366,ms,0,0,0,0,0,"0",81,héb. 1366,"",,,,,2,,,,"28","28","1",,,"0",0,,,,"1555-01-01","1555-12-31","1555",,"","","","","","[{""text"": ""Italian hand"", ""type"": ""text""}]","","","","",,,,,,"","","",
1068,BOOK-DARE-M-US-NYC-JTS-2660,ms,0,0,0,0,0,"0",9,"2660","[{""idno"": ""2660"", ""repository"": null}]",Medical treatises,,0,"",2,"","","","28","28","1","","","0",0,"","","","1400-01-01","1500-12-31","15th cent.","","","","","","","[{""text"": ""Spanish hand"", ""type"": ""text""}]","","","","",,,,,,"","","",
1069,BOOK-DARE-M-CH-ZRH-ZB-Heid.166,ms,0,0,0,0,0,"0",65,Heid. 166,"[{""idno"": ""Heid. 166"", ""repository"": null}]",,,,"45 folios",2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1500-12-31","15th cent.",,"","","","","","[{""text"": ""Byzantine hand "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","","","[{""text"": ""בראש כה\""י ציון בעלים: \""הלוויתי זה הספר ביאור השמע לאבן רשד מן מו\""ה אייזק שתדלן(?) יצ\""ו\"".  "", ""type"": ""text""}]","",,,,,,"","","",
1070,BOOK-DARE-M-NL-LID-UB-Cod.Or.4744,ms,0,0,0,0,0,"0",92,Or. 4744,"[{""idno"": ""Or. 4744"", ""repository"": null}]",,,,,2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1500-12-31","15th cent.",,"","","","","","[{""text"": ""Spanish hand "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","","[{""text"": ""בסוף כה\""י תעודת מכירת כה\""י משנת \""אל אחד ב’ר’א’נ’ו’\"" שם הקונה נמחק וחתימת המוכר לא ניתנת לפנעוח. העדים: \""משה בן ... שם טוב אלפראיג’י ז\""ל הספרדי\"", \""שלמה בן ... יצחק אלמולי מין צרפת\"", \""יהושע בן ... יוסף אשוקי[?] מן שפרד[!]\"". "", ""type"": ""text""}]","","",,,,,,"","","",
1071,BOOK-DARE-M-IT-PMF-PAL-Cod.Parm.2762,ms,0,0,0,0,0,"0",86,Parm. 2762,"[{""idno"": ""Parm. 2762"", ""repository"": null}]",,,,,2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1500-12-31","15th cent.",,"","","","","","[{""text"": ""Spanish hand"", ""type"": ""text""}]","","","","",,,,,,"","","",
1072,BOOK-DARE-M-GB-LON-BDH-42,ms,0,0,0,0,0,"0",28,"42","",Miscellany,,,"225",4,,"332","249","42","42","2",,,"0",0,,,,"1424-01-01","1424-12-31","1424",,"[{""text"": ""F. "", ""type"": ""text""}, {""text"": ""225v-225v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""225v"", ""from_page"": 0, ""from_folio"": ""225v""}, {""text"": "" is blank. "", ""type"": ""text""}]","[{""text"": ""The last word of a quire is repeated as the first word of the next quire."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""A number of times a catchword appears within the empty space of the last line of the quire."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""The anticipated words having a sign, and often with broken letters."", ""type"": ""text""}]","[{""text"": ""Last eight leaves dampstained and with defects, without loss of text."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Restorted to size."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""The last but one leaf partly detached."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""F. "", ""type"": ""text""}, {""text"": ""14-21"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""21"", ""from_page"": 0, ""from_folio"": ""14""}, {""text"": "" with stains, not affecting text."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Otherwise good condition."", ""type"": ""text""}]","[{""type"": ""section_start"", ""section_name"": ""Title""}, {""text"": ""With square headings."", ""type"": ""text""}, {""type"": ""section_start"", ""section_name"": ""Ink""}, {""text"": ""Dark brown ink."", ""type"": ""text""}]","[{""text"": ""Text is set in two columns."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""42 lines"", ""type"": ""text""}]","[{""text"": ""Provencal"", ""type"": ""text""}]","[{""text"": ""Nineteen-century half Morocco (scuffed)."", ""type"": ""text""}]","[{""text"": ""On f. "", ""type"": ""text""}, {""text"": ""1r-1r"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""1r"", ""from_page"": 0, ""from_folio"": ""1r""}, {""text"": "": Ms. was bought in Florence in "", ""type"": ""text""}, {""text"": ""1609"", ""type"": ""text""}, {""text"": "" by "", ""type"": ""text""}, {""text"": ""Pausanus Plantavitius"", ""type"": ""person"", ""person"": null}, {""text"": ""= Jean de la Pause, Bishop of Lodere.  "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Sold: Christie's, New York, Wendesday "", ""type"": ""text""}, {""text"": ""23.06.1999"", ""type"": ""text""}, {""text"": ""."", ""type"": ""text""}]","[{""text"": ""On f.  "", ""type"": ""text""}, {""text"": ""148r-148r"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""148r"", ""from_page"": 0, ""from_folio"": ""148r""}, {""text"": "": "", ""type"": ""text""}, {""text"": ""Suesskind ben Abraham Loeb Levi"", ""type"": ""person"", ""person"": null}]","",,,,,,"","","",
1073,BOOK-DARE-M-US-NYC-JTS-2521,ms,0,0,0,0,0,"0",9,"2521","[{""idno"": ""2521"", ""repository"": null}]",,,,,2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1500-12-31","15th cent.",,"","","","","","[{""text"": ""Italian hand"", ""type"": ""text""}]","","","","",,,,,,"","","",
1074,BOOK-DARE-M-PL-WAW-JHI-476,ms,0,0,0,0,0,"0",89,"476","",,,,"149 folios",2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1500-12-31","15th cent.",,"","","","","","[{""text"": ""Karaitic hand "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","","","[{""text"": ""לפנים כ\""י וינה-הקהלה (קטלוג שווארץ 293). "", ""type"": ""text""}]","",,,,,,"","","",
1075,BOOK-DARE-M-RU-LED-NLR-Evr.I403,ms,0,0,0,0,0,"0",78,Evr. I 403,"",,,,,2,,,,"28","28","1",,,"0",0,,,,"1500-01-01","1600-12-31","16th cent.",,"","","","","","","","","[{""text"": ""אוסף פירקוביץ הראשון. "", ""type"": ""text""}]","",,,,,,"","","",
1076,BOOK-DARE-M-US-WAS-LOC-23,ms,1,1,0,0,0,"0",10,LC 23,"[{""idno"": ""LC 23"", ""repository"": null}]",,,,,2,,,,"28","28","1",,,"0",0,,,,,,,,"","","","","","","","","","",,,,,,"","","",
1077,BOOK-DARE-M-RU-MOW-RSL-Guenzburg231,ms,0,0,0,0,0,"0",80,Guenzburg 231,"",,,,,2,,,,"28","28","1",,,"0",0,,,,"1526-01-01","1526-12-31","1526",,"","","","","","[{""text"": ""Italian hand"", ""type"": ""text""}]","","","[{""text"": ""ציון בעלים (דף 118א): \""היום יו’ ג’ כו מרחשון התע\""א מהצעיר שמשון כהן מודון\"". "", ""type"": ""text""}]","",,,,,,"","","",
1078,BOOK-DARE-M-FR-PAR-BNF-heb.943,ms,0,0,0,0,0,"0",81,héb. 943,"[{""idno"": ""héb. 943"", ""repository"": null}]","",,,,2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1500-12-31","15th cent.",,"","","","","","[{""text"": ""Spanish hand "", ""type"": ""text""}]","","","","",,,,,,"","","",
1079,BOOK-DARE-M-FR-PAR-BNF-heb.1341,ms,0,0,0,0,0,"0",81,héb. 1341,"",,,,,2,,,,"28","28","1",,,"0",0,,,,"1555-01-01","1555-12-31","1555",,"","","","","","[{""text"": ""Italian hand"", ""type"": ""text""}]","","","","",,,,,,"","","",
1080,BOOK-DARE-M-FR-PAR-BNF-heb.989,ms,0,0,0,0,0,"0",81,héb. 989,"[{""idno"": ""héb. 989"", ""repository"": null}]","",,,,2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1500-12-31","15th cent.",,"","","","","","[{""text"": ""Spanish hand "", ""type"": ""text""}]","","","","",,,,,,"","","",
1081,BOOK-DARE-M-FR-PAR-BNF-heb.936,ms,0,0,0,0,0,"0",81,héb. 936,"[{""idno"": ""héb. 936"", ""repository"": null}]","",,,,2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1500-12-31","15th cent.",,"","","","","","[{""text"": ""Ashkenazic hand "", ""type"": ""text""}]","","","","",,,,,,"","","",
1082,BOOK-DARE-M-IT-TRN-BN-AV2,ms,0,0,0,0,0,"0",110,AV 2,"[{""idno"": ""AV 2"", ""repository"": null}]",,,,,2,,,,"28","28","1",,,"0",0,,,,"1300-01-01","1400-12-31","14th cent.",,"","","","","","[{""text"": ""Spanish hand"", ""type"": ""text""}]","","","","",,,,,,"","","",
1083,BOOK-DARE-M-RU-MOW-RSL-Guenzburg1421,ms,0,0,0,0,0,"0",80,Guenzburg 1421,"",,,,,2,,,,"28","28","1",,,"0",0,,,,"1575-01-01","1575-12-31","1575",,"","","","","","[{""text"": ""Spanish Oriental hand"", ""type"": ""text""}]","","","[{""text"": ""ציוני בעלים: \""זה הספר לר’ הירש קאצינעלינבוגין מווילנא\"" (3א); \""למשה פצי למקנה\"" (4א); \""צבי הירש ...\""; \""רבי יעקב בכ\""ר יצחק\""; \""אליעזר ראוהן ... ידיע ש’...(?)\"" (בסוף כה\""י ואולי אינם אלא נסיונות קולמוס)."", ""type"": ""text""}]","",,,,,,"","","",
1084,BOOK-DARE-M-US-NYC-JTS-2463,ms,0,0,0,0,0,"0",9,"2463","[{""idno"": ""2463"", ""repository"": null}]",,,,"13 folios",2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1600-12-31","15th - 16th cent.",,"","","","","","[{""text"": ""Spanish hand"", ""type"": ""text""}]","","","","",,,,,,"","","",
1085,BOOK-DARE-M-RU-LED-NLR-Evr.IIA167,ms,0,0,0,0,0,"0",78,Evr. II A 167,"",,,,,2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1600-12-31","15th - 16th cent.",,"","","","","","[{""text"": ""Byzantine hand"", ""type"": ""text""}]","","","[{""text"": ""ציון בעלים (בדף 46ב): \""זה הספר שלי קניתי מכ\""ר משה הלל עם ספרים אחרים\"" מתחתיו חתימות בעלים: \""יאודה גור בר מנחם רביצי נ\""ע\"". "", ""type"": ""text""}]","",,,,,,"","","",
1086,BOOK-DARE-M-VA-VAT-BAV-Urb.ebr.46,ms,0,0,0,0,0,"0",1,Urb. ebr. 46,"",,,,,2,,,,"28","28","1",,,"0",0,,,,"1397-01-01","1397-12-31","1397",Bologna,"","","","","","[{""text"": ""Spanish hand"", ""type"": ""text""}]","","","","",,,,,,"","","",
1087,BOOK-DARE-M-FR-PAR-AIU-H305A,ms,0,0,0,0,0,"0",180,H 305 A,"",,,,,2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1600-12-31","15th - 16th cent.",,"","","","","","[{""text"": ""Spanish hand"", ""type"": ""text""}]","","","","",,,,,,"","","",
1088,BOOK-DARE-M-AT-VIE-ONB-Cod.hebr.63,ms,1,1,0,0,1,"0",85,Cod. hebr. 63,"[{""idno"": ""hebr. 63"", ""repository"": null}]",Philosophical Miscellany,,0,"282",1,"","143","202","28","28","1","","","0",0,"","","","1300-01-01","1399-12-31","14th cent.",Spain,"","[{""insert"": ""Order: f. 1-159, 176-191, 160-175, 192-282, fol. 225 and 226 are not written in the right order. Layers are counted at the beginning and at the end of each layer by the hand of the writer.\n""}]","","","","[{""insert"": ""Two spanish hands writing cursives.\n\n""}]","[{""insert"": ""Librarybinding from 1754\n""}]","","[{""text"": ""הבעלים: משה בן עמנואל חי ממונציליסי, אליעזר בן יוסף סטן, אליהו מנחם חלפן, יצחק בן אברהם פני שמכר את כה\""י למשה בן עמנואל ממונציליסי בשנת רנ\""ג.  "", ""type"": ""text""}]","[{""insert"": ""Once this code was a unit together with Cod.hebr.54,I\n""}]",,,,,,"","","",
1089,BOOK-DARE-M-RU-LED-IOS-B.77,ms,0,0,0,0,0,"0",79,B 77,"",,,,,2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1500-12-31","15th cent.",,"","","","","","[{""text"": ""Byzantine hand"", ""type"": ""text""}]","","","[{""text"": ""בראש כה\""י ציון בעלים: \""לאברהם למקנה\"".  "", ""type"": ""text""}]","",,,,,,"","","",
1090,BOOK-DARE-M-IT-PMF-PAL-Cod.Parm.2279,ms,0,0,0,0,0,"0",86,Parm. 2279,"[{""idno"": ""Parm. 2279"", ""repository"": null}]",,,,,2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1500-12-31","15th cent.",Naxos,"","","","","","[{""text"": ""Spanish hand"", ""type"": ""text""}]","","","","",,,,,,"","","",
1091,BOOK-DARE-M-FR-SXB-BNU-3949,ms,0,0,0,0,0,"0",182,"3949","[{""idno"": ""3949"", ""repository"": null}]","",,,,2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1500-12-31","15th cent.",,"","","","","","[{""text"": ""Byzantine hand "", ""type"": ""text""}]","","","[{""text"": ""בראשו ציון בעלים: \""זה הס’ מכרתי אני הצ’ אברהם ירו’ לאדוננו .. ר’ שמחה ירו’ [בן שלמה קירימי?] השר הנאמן ראש הגולה פי’ פה קוסטא ... טבת שנת י’ר’ו’ש’ל’י’ם’ לפ\""ג עם חסרון היו\""ד\"" [=תקע\""א].  "", ""type"": ""text""}]","",,,,,,"","","",
1092,BOOK-DARE-M-NL-LID-UB-Cod.Or.4756,ms,0,0,0,0,0,"0",92,Or. 4756,"[{""idno"": ""Or. 4756"", ""repository"": null}]",,,,,2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1600-12-31","15th - 16th cent.",,"","","","","","[{""text"": ""Spanish hand "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","","","","",,,,,,"","","",
1093,BOOK-DARE-M-GB-OXF-BOD-Opp.Add.fol.17,ms,1,1,0,0,0,"0",22,Opp. Add. fol. 17,"",Miscellany,,,"170",1,In folio,,,"28","28","1",,,"0",0,,,,"1395-01-01","1410-12-31",c. 1400,Spain,"[{""text"": ""Item 1: the outer sheet of the first quire is missing."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Item 2: the first leaf of the first quire and the lt leaf - and the preceding two paper leaves of the final quires - are missing; all of them were originally blank."", ""type"": ""text""}]","","","[{""type"": ""section_start"", ""section_name"": ""Watermark""}, {""text"": ""Item 1: watermarks similar to Briquet no. 9937, dated 1407., Item 2: watermarks similar to Briquet no. 12080, dated 1398."", ""type"": ""text""}]","[{""text"": ""1 column"", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","[{""text"": "">Two hands."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Sephardic semi-cursive scripts."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Each item is written ba a different hand on different paper."", ""type"": ""text""}]","","","[{""text"": ""Owners: Yiẓḥaq and R'fael פולייאשטרו. "", ""type"": ""text""}]","[{""text"": ""Item 1: Fol. 100v: A note on determining the hour until which ḥametz may be eaten on Passover eve according to the shadow of the sun."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Marg. notes throughout the MS., but more numerous on item 2, where some are headed אּׂפׂדׂ."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Other notes to be found at end of items 1 and 2."", ""type"": ""text""}]",,,,,,"","","",
1094,BOOK-DARE-M-US-HVN-YUL-MSheb.9,ms,0,0,0,0,0,"0",12,Heb. 9,"",,,,"1 folio",2,,,,"28","28","1",,,"0",0,,,,"1300-01-01","1500-12-31","14th - 15th cent.",,"","","","","","[{""text"": ""Italian hand, square script"", ""type"": ""text""}]","","","","",,,,,,"","","",
1095,BOOK-DARE-M-IT-MIL-AMB-Q.24.Sup,ms,1,1,0,0,0,"0",94,Q 24 Sup.,"[{""idno"": ""Q 24 Sup."", ""repository"": null}]",,,,,2,,,,"28","28","1",,,"0",0,,,,"1400-01-01","1500-12-31","15th cent.",,"","","","","","[{""text"": ""Italian hand"", ""type"": ""text""}]","","","","",,,,,,"","","",
1096,BOOK-DARE-M-GB-LON-BL-Or.5430,ms,1,1,0,0,0,"0",29,Or. 5430,"",Averroes' Middle Commentary on Aristotle's Physics,,,"163",1,,"216","152","21","21",,,,"0",0,,,,"1476-01-01","1476-12-31","1476",,"[{""text"": ""Three leaves are missimg at the beginning and two after f."", ""type"": ""text""}, {""text"": ""6-6"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""6"", ""from_page"": 0, ""from_folio"": ""6""}]","[{""text"": ""Catchwords, as a rule, from folio to folio."", ""type"": ""text""}]","","","[{""text"": ""21 lines"", ""type"": ""text""}]","[{""text"": ""North-African Rabbinic writing"", ""type"": ""text""}]","","","","",,,,,,"","","",
1097,BOOK-DARE-M-GB-OXF-BOD-Mich.299,ms,0,0,0,0,0,"0",22,Mich. 299,"[{""idno"": ""Mich. 299"", ""repository"": null}]",Miscellany,,,"139",1,In octavo,,,"28","28","1",,,"0",0,,,,"1475-01-01","1499-12-31",Late 15th cent.,Byzantium,"[{""text"": ""Fol. 115 is double."", ""type"": ""text""}]","","","[{""type"": ""section_start"", ""section_name"": ""Watermark""}, {""text"": ""Watermarks."", ""type"": ""text""}]","[{""text"": ""1 column"", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","[{""text"": ""One hand."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Byzantine semi-cursive script."", ""type"": ""text""}]","","","[{""text"": ""Owner: Mosheh ben Barukh. "", ""type"": ""text""}]","",,,,,,"","","",
